будь так добр довези печать в пункт 444 и вот только тогда поезжай назад,взять(печать)взять движение(пункт 444)движение движение(обратно)движение
заедь пожалуйста в буфет и прихвати пенал для нас,движение(буфет)движение взять(пенал)взять движение(обратно)движение
доброе утро я требую чтобы ты отвез блокнот в отдел кадров,взять(блокнот)взять движение(отдел кадров)движение
сделай одолжение забери телефон только нам из кабинет 597,движение(кабинет 597)движение взять(телефон)взять движение(обратно)движение
добрый день прихвати весы в библиотека,взять(весы)взять движение(библиотека)движение
доброе утро ей охота чтобы ты прихватил зонтик из кабинет 458,движение(кабинет 458)движение взять(зонтик)взять движение(обратно)движение
добрый день руководителям хочется чтобы ты доставил аптечка нам из библиотека,движение(библиотека)движение взять(аптечка)взять движение(обратно)движение
 я требую чтобы ты отнес кружка в медпункт и переместился в исходную точку,взять(кружка)взять движение(медпункт)движение движение(обратно)движение
заедь пожалуйста в отдел кадров и занеси им тетрадь,взять(тетрадь)взять движение(отдел кадров)движение
не откажи в любезности отнести тетрадь из отдел кадров,движение(отдел кадров)движение взять(тетрадь)взять движение(обратно)движение
 не откажите в любезности отнести зонтик в отдел кадров,взять(зонтик)взять движение(отдел кадров)движение
потрудись пойти в буфет и прихватить инструмент коллегам,взять(инструмент)взять движение(буфет)движение
 не откажите в любезности только мне захватить весы из медпункт,движение(медпункт)движение взять(весы)взять движение(обратно)движение
не откажи в любезности принести документация из буфет,движение(буфет)движение взять(документация)взять движение(обратно)движение
доброе утро она просит чтобы ты отнес груз в пост охраны,взять(груз)взять движение(пост охраны)движение
не откажите в любезности зайти пожалуйста в аудитория 218 и принести ножницы коллегам,взять(ножницы)взять движение(аудитория 218)движение
добрый вечер мы желаем чтобы ты взял пенал из кампус Африка,движение(кампус Африка)движение взять(пенал)взять движение(обратно)движение
добрый день хотим чтобы ты в отдел кадров взял чашка а потом прибыл в начальную точку,взять(чашка)взять движение(отдел кадров)движение движение(обратно)движение
сбегай пожалуйста в кабинет 734 и занеси коллегам ножницы после этого вернись,взять(ножницы)взять движение(кабинет 734)движение движение(обратно)движение
 он желает чтобы ты взял весы в пункт 278,взять(весы)взять движение(пункт 278)движение
дружок отдай весы в пост охраны после чего иди в исходную точку,взять(весы)взять движение(пост охраны)движение движение(обратно)движение
сделай одолжение прихвати телефон в буфет и вот только тогда зайди обратно,взять(телефон)взять движение(буфет)движение движение(обратно)движение
пожалуйста отнеси инструмент в отдел кадров а после чего переместись назад,взять(инструмент)взять движение(отдел кадров)движение движение(обратно)движение
пожалуйста потрудитесь занести пенал в аудитория 791,взять(пенал)взять движение(аудитория 791)движение
прошу принеси документация в кабинет 13 после дойди в начальную точку,взять(документация)взять движение(кабинет 13)движение движение(обратно)движение
прихвати весы пожалуйста в медпункт,взять(весы)взять движение(медпункт)движение
забери весы из пост охраны,движение(пост охраны)движение взять(весы)взять движение(обратно)движение
потрудись взять пицца в пункт 34,взять(пицца)взять движение(пункт 34)движение
не откажи в любезности заехать пожалуйста в отдел кадров и забрать им документация,взять(документация)взять движение(отдел кадров)движение
прошу передай зонтик в кампус Евразия,взять(зонтик)взять движение(кампус Евразия)движение
добрый вечер он требует чтобы ты прихватил телефон в буфет,взять(телефон)взять движение(буфет)движение
 потрудись именно сюда отвезти тетрадь из кампус Южная Америка,движение(кампус Южная Америка)движение взять(тетрадь)взять движение(обратно)движение
добрый день она требует чтобы ты заехал в аудитория 137 и занес груз сюда только,движение(аудитория 137)движение взять(груз)взять движение(обратно)движение
 его группа требует чтобы ты отвез документация в отдел кадров,взять(документация)взять движение(отдел кадров)движение
 желаем чтобы ты отнес аптечка вот для меня из библиотека,движение(библиотека)движение взять(аптечка)взять движение(обратно)движение
сделай одолжение иди в пункт 502 и отдай зонтик им и затем сгоняй в исходную точку,взять(зонтик)взять движение(пункт 502)движение движение(обратно)движение
сходи пожалуйста в буфет и отдай документация сюда,движение(буфет)движение взять(документация)взять движение(обратно)движение
забери яблоко в кампус Евразия после чего прибудь в исходную точку,взять(яблоко)взять движение(кампус Евразия)движение движение(обратно)движение
доброе утро дойди в пункт 681 и отдай печать коллективу,взять(печать)взять движение(пункт 681)движение
отвези чашка в пост охраны потом вернись,взять(чашка)взять движение(пост охраны)движение движение(обратно)движение
сделай одолжение передай зонтик нам из библиотека,движение(библиотека)движение взять(зонтик)взять движение(обратно)движение
 требуем чтобы ты отвез зонтик в аудитория 683 и только потом поехал назад,взять(зонтик)взять движение(аудитория 683)движение движение(обратно)движение
прошу сгоняй в аудитория 95 и увези ножницы коллегам,взять(ножницы)взять движение(аудитория 95)движение
друг прихвати яблоко из медпункт,движение(медпункт)движение взять(яблоко)взять движение(обратно)движение
добрый вечер Николай жаждет чтобы ты сгонял в пункт 229 и принес ножницы мне вот,движение(пункт 229)движение взять(ножницы)взять движение(обратно)движение
пойди в отдел кадров и отвези яблоко нам,движение(отдел кадров)движение взять(яблоко)взять движение(обратно)движение
будь добр довези чашка в библиотека,взять(чашка)взять движение(библиотека)движение
добрый день он требует чтобы ты захватил печать из пункт 165,движение(пункт 165)движение взять(печать)взять движение(обратно)движение
изволь прихватить объект в отдел кадров,взять(объект)взять движение(отдел кадров)движение
прибудь пожалуйста в библиотека и отвези коллективу весы после этого иди назад,взять(весы)взять движение(библиотека)движение движение(обратно)движение
доброе утро их команда просит чтобы ты в буфет отдал пенал после чего поехал на прежнее место,взять(пенал)взять движение(буфет)движение движение(обратно)движение
привет отнеси печать в кабинет 126,взять(печать)взять движение(кабинет 126)движение
добрый вечер им охота чтобы ты отдал работа вот для нас из отдел кадров,движение(отдел кадров)движение взять(работа)взять движение(обратно)движение
будь добр прихвати зонтик в пост охраны и после этого возвращайся,взять(зонтик)взять движение(пост охраны)движение движение(обратно)движение
 не сочтите за труд привезти кружка из кабинет 635,движение(кабинет 635)движение взять(кружка)взять движение(обратно)движение
 доставь ножницы вот сюда из медпункт,движение(медпункт)движение взять(ножницы)взять движение(обратно)движение
изволь отвезти инструмент пожалуйста в медпункт а после чего вернуться,взять(инструмент)взять движение(медпункт)движение движение(обратно)движение
добрый вечер прихвати инструмент мне вот из пост охраны,движение(пост охраны)движение взять(инструмент)взять движение(обратно)движение
попробуйте дойти в буфет и забрать зонтик для меня,движение(буфет)движение взять(зонтик)взять движение(обратно)движение
привези работа из медпункт для меня только пожалуйста,движение(медпункт)движение взять(работа)взять движение(обратно)движение
добрый день мы желаем чтобы ты в кабинет 631 передал документ после чего переместился в исходную точку,взять(документ)взять движение(кабинет 631)движение движение(обратно)движение
извольте передать работа в медпункт,взять(работа)взять движение(медпункт)движение
пожалуйста довези только для меня пенал из пост охраны,движение(пост охраны)движение взять(пенал)взять движение(обратно)движение
не сочти за труд прихватить аптечка в аудитория 369,взять(аптечка)взять движение(аудитория 369)движение
не откажи в любезности добраться пожалуйста в библиотека и доставить яблоко для нас,движение(библиотека)движение взять(яблоко)взять движение(обратно)движение
 его команда жаждет чтобы ты принес пицца в буфет,взять(пицца)взять движение(буфет)движение
принеси объект пожалуйста именно нам из аудитория 199,движение(аудитория 199)движение взять(объект)взять движение(обратно)движение
 ее команда хочет чтобы ты в аудитория 167 доставил печать после этого вернулся,взять(печать)взять движение(аудитория 167)движение движение(обратно)движение
доброе утро наши руководители требуют чтобы ты захватил печать в отдел кадров а после этого вернулся,взять(печать)взять движение(отдел кадров)движение движение(обратно)движение
попробуй отнести для меня только телефон из медпункт,движение(медпункт)движение взять(телефон)взять движение(обратно)движение
добрый вечер он хочет чтобы ты доставил аптечка из буфет,движение(буфет)движение взять(аптечка)взять движение(обратно)движение
пожалуйста попробуйте захватить печать в кабинет 938,взять(печать)взять движение(кабинет 938)движение
возьми инструмент из пост охраны ,движение(пост охраны)движение взять(инструмент)взять движение(обратно)движение
доброе утро наши группы требуют чтобы ты принес кружка из медпункт,движение(медпункт)движение взять(кружка)взять движение(обратно)движение
 его руководители хотят чтобы ты передал аптечка в медпункт и после чего добрался в исходную точку,взять(аптечка)взять движение(медпункт)движение движение(обратно)движение
привет отдай документ в пункт 72,взять(документ)взять движение(пункт 72)движение
добрый вечер требуем чтобы ты привез документация в кабинет 582 а потом зашел назад,взять(документация)взять движение(кабинет 582)движение движение(обратно)движение
доброе утро Полина и Ксения просят чтобы ты привез кружка в отдел кадров и только потом сходил в исходную точку,взять(кружка)взять движение(отдел кадров)движение движение(обратно)движение
отдай для меня кружка из кампус Северная Америка ,движение(кампус Северная Америка)движение взять(кружка)взять движение(обратно)движение
изволь пойти в пост охраны и забрать документ коллективу после этого вернуться,взять(документ)взять движение(пост охраны)движение движение(обратно)движение
пожалуйста попробуйте именно сюда доставить документация из аудитория 523,движение(аудитория 523)движение взять(документация)взять движение(обратно)движение
поезжай в отдел кадров и увези документ для нас,движение(отдел кадров)движение взять(документ)взять движение(обратно)движение
добрый вечер коллегам охота чтобы ты в пост охраны забрал тетрадь и после этого следовал обратно,взять(тетрадь)взять движение(пост охраны)движение движение(обратно)движение
не откажи в любезности довезти работа в кампус Евразия ,взять(работа)взять движение(кампус Евразия)движение
сбегай в отдел кадров и привези им объект,взять(объект)взять движение(отдел кадров)движение
пожалуйста потрудитесь мне вот захватить блокнот из кампус Южная Америка,движение(кампус Южная Америка)движение взять(блокнот)взять движение(обратно)движение
будь другом занеси зонтик в медпункт,взять(зонтик)взять движение(медпункт)движение
привет сбегай в кабинет 66 и принеси тетрадь для них,взять(тетрадь)взять движение(кабинет 66)движение
пожалуйста можешь передать прибор в отдел кадров и только потом сбегать в начальную точку,взять(прибор)взять движение(отдел кадров)движение движение(обратно)движение
потрудись пойти в буфет и захватить ножницы коллегам,взять(ножницы)взять движение(буфет)движение
сходи пожалуйста в отдел кадров и отдай зонтик мне,движение(отдел кадров)движение взять(зонтик)взять движение(обратно)движение
друг принеси аптечка в пост охраны и только после этого вернись,взять(аптечка)взять движение(пост охраны)движение движение(обратно)движение
 съезди в библиотека и отвези нам прибор,движение(библиотека)движение взять(прибор)взять движение(обратно)движение
прошу забери объект в кабинет 957 а после возвращайся обратно,взять(объект)взять движение(кабинет 957)движение движение(обратно)движение
дружок доставь печать в отдел кадров,взять(печать)взять движение(отдел кадров)движение
сделай доброе дело телепортируйся в отдел кадров и принеси для них яблоко,взять(яблоко)взять движение(отдел кадров)движение
привет они хотят чтобы ты поехал в медпункт и занес печать мне ,движение(медпункт)движение взять(печать)взять движение(обратно)движение
добрый вечер я хочу чтобы ты занес груз нам именно из пункт 719,движение(пункт 719)движение взять(груз)взять движение(обратно)движение
не откажите в любезности приехать в пост охраны и передать документация коллективу после телепортироваться на прежнее место,взять(документация)взять движение(пост охраны)движение движение(обратно)движение
отдай сюда именно пенал из медпункт,движение(медпункт)движение взять(пенал)взять движение(обратно)движение
не откажите в любезности доставить объект в буфет ,взять(объект)взять движение(буфет)движение
зайди в пункт 199 и прихвати блокнот туда и только тогда возвращайся обратно,взять(блокнот)взять движение(пункт 199)движение движение(обратно)движение
можете передать весы из пункт 662 ,движение(пункт 662)движение взять(весы)взять движение(обратно)движение
не сочтите за труд захватить тетрадь в буфет и после чего заехать назад,взять(тетрадь)взять движение(буфет)движение движение(обратно)движение
можешь принести пицца в пункт 666 а после чего добраться обратно,взять(пицца)взять движение(пункт 666)движение движение(обратно)движение
добрый день привези ножницы в кабинет 808 а затем пойди назад,взять(ножницы)взять движение(кабинет 808)движение движение(обратно)движение
не откажи в любезности доставить печать в пункт 99 потом телепортироваться в начальную точку,взять(печать)взять движение(пункт 99)движение движение(обратно)движение
 наши группы желают чтобы ты отнес телефон сюда именно из кампус Южная Америка,движение(кампус Южная Америка)движение взять(телефон)взять движение(обратно)движение
добрый день жаждим чтобы ты отдал работа в медпункт а после шел в начальную точку,взять(работа)взять движение(медпункт)движение движение(обратно)движение
 твой коллега требует чтобы ты отдал зонтик сюда именно из отдел кадров,движение(отдел кадров)движение взять(зонтик)взять движение(обратно)движение
 наши руководители хотят чтобы ты в кампус Бразилия занес печать затем добрался назад,взять(печать)взять движение(кампус Бразилия)движение движение(обратно)движение
прошу забери тетрадь в пост охраны а после этого сбегай в начальную точку,взять(тетрадь)взять движение(пост охраны)движение движение(обратно)движение
добрый день коллективу охота чтобы ты доставил документ в кабинет 317,взять(документ)взять движение(кабинет 317)движение
доберись в кампус Антарктида и передай телефон для нас,движение(кампус Антарктида)движение взять(телефон)взять движение(обратно)движение
потрудись взять пенал в кабинет 625,взять(пенал)взять движение(кабинет 625)движение
сходи пожалуйста в буфет и отдай для них объект и после этого вернись,взять(объект)взять движение(буфет)движение движение(обратно)движение
переместись пожалуйста в пункт 463 и передай коллегам документация,взять(документация)взять движение(пункт 463)движение
можешь добраться в кабинет 828 и отнести работа для них,взять(работа)взять движение(кабинет 828)движение
не откажи в любезности сходить в кампус Северная Америка и принести коллегам документация,взять(документация)взять движение(кампус Северная Америка)движение
добрый день Полина и Ксения желают чтобы ты забрал печать из пост охраны,движение(пост охраны)движение взять(печать)взять движение(обратно)движение
добрый вечер мои группы желают чтобы ты доставил прибор из кампус Северная Америка,движение(кампус Северная Америка)движение взять(прибор)взять движение(обратно)движение
добрый день я желаю чтобы ты в буфет взял чашка после сбегал обратно,взять(чашка)взять движение(буфет)движение движение(обратно)движение
увези пицца в пункт 111 а после чего телепортируйся на прежнее место ,взять(пицца)взять движение(пункт 111)движение движение(обратно)движение
доброе утро я хочу чтобы ты в медпункт довез ножницы а потом сходил в начальную точку,взять(ножницы)взять движение(медпункт)движение движение(обратно)движение
прибудь пожалуйста в кампус Бразилия и отдай прибор для них,взять(прибор)взять движение(кампус Бразилия)движение
добрый день хочется чтобы ты доставил печать из кабинет 523,движение(кабинет 523)движение взять(печать)взять движение(обратно)движение
добрый вечер желаю чтобы ты добрался в кабинет 114 и передал прибор только нам,движение(кабинет 114)движение взять(прибор)взять движение(обратно)движение
привет ее состав жаждет чтобы ты захватил груз в медпункт после этого сгонял в исходную точку,взять(груз)взять движение(медпункт)движение движение(обратно)движение
доброе утро коллективу хочется чтобы ты занес телефон из библиотека,движение(библиотека)движение взять(телефон)взять движение(обратно)движение
принеси кружка в аудитория 319,взять(кружка)взять движение(аудитория 319)движение
добрый вечер нам хочется чтобы ты взял кружка из медпункт,движение(медпункт)движение взять(кружка)взять движение(обратно)движение
зайди пожалуйста в пункт 97 и довези блокнот для меня,движение(пункт 97)движение взять(блокнот)взять движение(обратно)движение
доброе утро мы желаем чтобы ты приехал в пост охраны и захватил документ для меня только,движение(пост охраны)движение взять(документ)взять движение(обратно)движение
 руководителям охота чтобы ты прихватил аптечка именно для нас из отдел кадров,движение(отдел кадров)движение взять(аптечка)взять движение(обратно)движение
доброе утро я желаю чтобы ты привез инструмент из отдел кадров,движение(отдел кадров)движение взять(инструмент)взять движение(обратно)движение
доставь зонтик из пункт 948 ,движение(пункт 948)движение взять(зонтик)взять движение(обратно)движение
добрый вечер требую чтобы ты принес пенал в аудитория 393,взять(пенал)взять движение(аудитория 393)движение
 Насте хочется чтобы ты привез весы из медпункт,движение(медпункт)движение взять(весы)взять движение(обратно)движение
занеси аптечка в буфет и после возвращайся обратно ,взять(аптечка)взять движение(буфет)движение движение(обратно)движение
сгоняй пожалуйста в пункт 985 и прихвати для меня ножницы,движение(пункт 985)движение взять(ножницы)взять движение(обратно)движение
сбегай пожалуйста в буфет и увези работа для них и вот только тогда пойди в начальную точку,взять(работа)взять движение(буфет)движение движение(обратно)движение
пожалуйста привези печать в буфет,взять(печать)взять движение(буфет)движение
сделай доброе дело занеси именно для нас груз из пункт 615,движение(пункт 615)движение взять(груз)взять движение(обратно)движение
пожалуйста потрудись отнести кружка в отдел кадров,взять(кружка)взять движение(отдел кадров)движение
добрый день коллективу хочется чтобы ты сгонял в отдел кадров и принес зонтик именно нам,движение(отдел кадров)движение взять(зонтик)взять движение(обратно)движение
доставь работа пожалуйста в кабинет 747,взять(работа)взять движение(кабинет 747)движение
 захвати аптечка в кампус Бразилия и только тогда иди в начальную точку,взять(аптечка)взять движение(кампус Бразилия)движение движение(обратно)движение
 его группы просят чтобы ты забрал работа из библиотека,движение(библиотека)движение взять(работа)взять движение(обратно)движение
привет мои коллеги требуют чтобы ты довез яблоко в отдел кадров,взять(яблоко)взять движение(отдел кадров)движение
довези для нас именно весы из отдел кадров пожалуйста,движение(отдел кадров)движение взять(весы)взять движение(обратно)движение
сделай одолжение телепортируйся в кампус Бразилия и отдай для нас работа,движение(кампус Бразилия)движение взять(работа)взять движение(обратно)движение
пожалуйста можете отвезти документация мне вот из буфет,движение(буфет)движение взять(документация)взять движение(обратно)движение
прошу занеси для нас именно груз из библиотека,движение(библиотека)движение взять(груз)взять движение(обратно)движение
добрый вечер их коллеги желают чтобы ты занес аптечка из аудитория 264,движение(аудитория 264)движение взять(аптечка)взять движение(обратно)движение
увези вот для меня пицца из аудитория 121 пожалуйста,движение(аудитория 121)движение взять(пицца)взять движение(обратно)движение
принеси весы в кабинет 932 после переместись в исходную точку,взять(весы)взять движение(кабинет 932)движение движение(обратно)движение
 не сочтите за труд отвезти тетрадь в кампус Африка а затем вернуться,взять(тетрадь)взять движение(кампус Африка)движение движение(обратно)движение
пожалуйста изволь довезти яблоко в аудитория 597 и вот только тогда вернуться,взять(яблоко)взять движение(аудитория 597)движение движение(обратно)движение
передай прибор пожалуйста нам только из медпункт,движение(медпункт)движение взять(прибор)взять движение(обратно)движение
доброе утро хочу чтобы ты принес блокнот в медпункт и потом дошел в исходную точку,взять(блокнот)взять движение(медпункт)движение движение(обратно)движение
доставь документ пожалуйста из кампус Южная Америка,движение(кампус Южная Америка)движение взять(документ)взять движение(обратно)движение
привет их состав просит чтобы ты доставил печать вот для меня из кампус Африка,движение(кампус Африка)движение взять(печать)взять движение(обратно)движение
привези печать из буфет пожалуйста,движение(буфет)движение взять(печать)взять движение(обратно)движение
доброе утро он жаждет чтобы ты захватил весы в буфет,взять(весы)взять движение(буфет)движение
попробуйте съездить пожалуйста в медпункт и прихватить работа туда,взять(работа)взять движение(медпункт)движение
добрый день занеси телефон в отдел кадров,взять(телефон)взять движение(отдел кадров)движение
захвати объект из кампус Антарктида сюда вот ,движение(кампус Антарктида)движение взять(объект)взять движение(обратно)движение
добрый вечер состав хочет чтобы ты забрал пицца в буфет,взять(пицца)взять движение(буфет)движение
 Полина и Ксения желают чтобы ты отдал прибор в библиотека,взять(прибор)взять движение(библиотека)движение
добрый вечер он требует чтобы ты прихватил пенал из библиотека,движение(библиотека)движение взять(пенал)взять движение(обратно)движение
доброе утро прошу чтобы ты захватил работа в пункт 463 после этого приехал обратно,взять(работа)взять движение(пункт 463)движение движение(обратно)движение
изволь прихватить печать в кампус Южная Америка,взять(печать)взять движение(кампус Южная Америка)движение
привет забери телефон из кампус Антарктида,движение(кампус Антарктида)движение взять(телефон)взять движение(обратно)движение
прихвати прибор из медпункт ,движение(медпункт)движение взять(прибор)взять движение(обратно)движение
привези чашка пожалуйста в аудитория 623 и только тогда вернись,взять(чашка)взять движение(аудитория 623)движение движение(обратно)движение
доброе утро забери для меня именно блокнот из кабинет 317,движение(кабинет 317)движение взять(блокнот)взять движение(обратно)движение
привет доставь вот мне документ из буфет,движение(буфет)движение взять(документ)взять движение(обратно)движение
будь добр зайди в отдел кадров и привези коллегам аптечка а после этого возвращайся обратно,взять(аптечка)взять движение(отдел кадров)движение движение(обратно)движение
потрудитесь заехать пожалуйста в медпункт и занести коллегам объект и после этого поехать в начальную точку,взять(объект)взять движение(медпункт)движение движение(обратно)движение
добрый день руководителям охота чтобы ты доставил документация из буфет,движение(буфет)движение взять(документация)взять движение(обратно)движение
друг доставь груз из пост охраны,движение(пост охраны)движение взять(груз)взять движение(обратно)движение
можете поехать в буфет и забрать им пицца,взять(пицца)взять движение(буфет)движение
 сбегай в отдел кадров и довези для нас телефон,движение(отдел кадров)движение взять(телефон)взять движение(обратно)движение
 я жажду чтобы ты принес аптечка из медпункт,движение(медпункт)движение взять(аптечка)взять движение(обратно)движение
забери груз пожалуйста именно нам из кабинет 577,движение(кабинет 577)движение взять(груз)взять движение(обратно)движение
не сочтите за труд отвезти пицца в отдел кадров затем вернуться,взять(пицца)взять движение(отдел кадров)движение движение(обратно)движение
добрый вечер Полина и Ксения просят чтобы ты отдал кружка в пост охраны а после приехал в начальную точку,взять(кружка)взять движение(пост охраны)движение движение(обратно)движение
можете отвезти объект в аудитория 640 а потом поехать в начальную точку,взять(объект)взять движение(аудитория 640)движение движение(обратно)движение
